z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,decayMode,branchingRatio,branchingRatioUncertainty,betaMinus,betaMinusUncertainty
28,51,79Ni,0,43,ms,+8.6-7.5,β⁻2n,,,1.42E+4,5.11E+2
28,52,80Ni,0,24,ms,+26-17,β⁻,100,,1.34E+4,6.71E+2
28,52,80Ni,0,24,ms,+26-17,β⁻n,,,1.34E+4,6.71E+2
28,52,80Ni,0,24,ms,+26-17,β⁻2n,,,1.34E+4,6.71E+2
28,50,78Ni,0,122.2,ms,5.1,β⁻,100,,9.91E+3,4.00E+2
28,50,78Ni,0,122.2,ms,5.1,β⁻n,,,9.91E+3,4.00E+2
28,53,81Ni,0,,,,β⁻,100,,1.58E+4,7.61E+2
28,53,81Ni,0,,,,β⁻n,,,1.58E+4,7.61E+2
28,53,81Ni,0,,,,β⁻2n,,,1.58E+4,7.61E+2
28,54,82Ni,0,,,,β⁻,100,,1.50E+4,8.94E+2
28,54,82Ni,0,,,,β⁻n,,,1.50E+4,8.94E+2
28,54,82Ni,0,,,,β⁻2n,,,1.50E+4,8.94E+2
28,37,65Ni,0,2.5175,h,0.0005,β⁻,100,,2.13E+3,6.99E-1
28,38,66Ni,0,54.6,h,0.3,β⁻,100,,2.51E+2,1.54
28,35,63Ni,0,100.8,y,1.2,β⁻,100,,6.69E+1,1.49E-2
28,39,67Ni,0,21,s,1,β⁻,100,,3.57E+3,3.02
28,31,59Ni,0,8.10e+04,y,8.92e+03,ε+β+,100,,-4.79E+3,3.97E-1
28,48,76Ni,0,234.7,ms,2.7,β⁻,100,,8.79E+3,3.00E+2
28,48,76Ni,0,234.7,ms,2.7,β⁻n,14,3.6,8.79E+3,3.00E+2
28,49,77Ni,0,158.5,ms,4.2,β⁻n,26,13,1.15E+4,4.00E+2
28,49,77Ni,0,158.5,ms,4.2,β⁻,100,,1.15E+4,4.00E+2
28,49,77Ni,0,158.5,ms,4.2,β⁻2n,,,1.15E+4,4.00E+2
28,46,74Ni,0,507.7,ms,4.6,β⁻,100,,7.30E+3,2.00E+2
28,46,74Ni,0,507.7,ms,4.6,β⁻n,,,7.30E+3,2.00E+2
28,47,75Ni,0,332.2,ms,3.1,β⁻,100,,1.02E+4,2.00E+2
28,47,75Ni,0,332.2,ms,3.1,β⁻n,10,2.8,1.02E+4,2.00E+2
28,40,68Ni,0,29,s,2,β⁻,100,,2.10E+3,3.37
28,41,69Ni,0,11.4,s,0.3,β⁻,100,,5.75E+3,3.97
28,41,69Ni,0.321,3.5,s,0.4,B-,100,,5.75E+3,3.97
28,41,69Ni,0.321,3.5,s,0.4,IT,0.01,,5.75E+3,3.97
28,44,72Ni,0,1.57,s,0.05,β⁻,100,,5.55E+3,2.63
28,44,72Ni,0,1.57,s,0.05,β⁻n,,,5.55E+3,2.63
28,45,73Ni,0,838,ms,28,β⁻,100,,8.87E+3,3.10
28,45,73Ni,0,838,ms,28,β⁻n,,,8.87E+3,3.10
28,42,70Ni,0,6,s,0.3,β⁻,100,,3.76E+3,2.40
28,43,71Ni,0,2.55,s,0.04,β⁻,100,,7.30E+3,2.68
28,43,71Ni,0.499,2.3,s,0.3,B-,100,,7.30E+3,2.68
28,26,54Ni,0,114.1,ms,0.3,ε+β+,100,,-1.80E+4,4.00E+2
28,26,54Ni,0,114.1,ms,0.3,εp,,,-1.80E+4,4.00E+2
28,27,55Ni,0,203.9,ms,2.6,ε+β+,100,,-1.37E+4,1.55E+2
28,24,52Ni,0,41.4,ms,0.9,εp,31.4,1.5,-2.06E+4,6.06E+2
28,24,52Ni,0,41.4,ms,0.9,ε+β+,100,,-2.06E+4,6.06E+2
28,25,53Ni,0,55.2,ms,0.7,εp,22.7,0.7,-1.64E+4,5.01E+2
28,25,53Ni,0,55.2,ms,0.7,ε+β+,100,,-1.64E+4,5.01E+2
28,28,56Ni,0,6.081,d,0.015,ε+β+,100,,-1.52E+4,6.40
28,29,57Ni,0,35.6,h,0.06,ε+β+,100,,-8.77E+3,4.39E-1
28,22,50Ni,0,17.6,ms,2.2,ε+β+,100,,,
28,22,50Ni,0,17.6,ms,2.2,εp,73,6,,
28,22,50Ni,0,17.6,ms,2.2,ε2p,14,5,,
28,23,51Ni,0,23.8,ms,0.2,ε+β+,100,,,
28,23,51Ni,0,23.8,ms,0.2,εp,87.2,0.8,,
28,23,51Ni,0,23.8,ms,0.2,ε2p,0.5,0.2,,
28,20,48Ni,0,2.1,ms,+1.4-0.6,εp,30,20,,
28,20,48Ni,0,2.1,ms,+1.4-0.6,2p,70,20,,
28,21,49Ni,0,7.5,ms,1.0,εp,83,13,,
28,21,49Ni,0,7.5,ms,1.0,ε+β+,100,,,
29,28,57Cu,0,196.4,ms,0.7,ε+β+,100,,-1.47E+4,2.00E+2
29,27,56Cu,0,80.8,ms,1.3,εp,0.4,0.12,-1.32E+4,4.00E+2
29,27,56Cu,0,80.8,ms,1.3,ε+β+,100,,-1.32E+4,4.00E+2
29,26,55Cu,0,55.9,ms,1.5,ε+β+,100,,-1.73E+4,4.29E+2
29,26,55Cu,0,55.9,ms,1.5,εp,,,-1.73E+4,4.29E+2
29,25,54Cu,0,75,ns,<,p,,,-1.55E+4,4.54E+2
29,29,58Cu,0,3.205,s,0.007,ε+β+,100,,-9.36E+3,5.00E+1
29,24,53Cu,0,130,ns,<,p,,,,
29,39,68Cu,0,30.8,s,0.6,β⁻,100,,4.44E+3,1.76
29,39,68Cu,0.72126,3.77,m,0.04,B-,14,2,4.44E+3,1.76
29,39,68Cu,0.72126,3.77,m,0.04,IT,86,2,4.44E+3,1.76
29,38,67Cu,0,61.81,h,0.1,β⁻,100,,5.60E+2,8.29E-1
29,37,66Cu,0,5.09,m,0.009,β⁻,100,,2.64E+3,9.25E-1
29,31,60Cu,0,23.74,m,0.35,ε+β+,100,,-4.17E+3,1.62
29,30,59Cu,0,82,s,0.4,ε+β+,100,,-9.14E+3,6.01E-1
29,35,64Cu,0,12.7007,h,0.0013,β⁻,38.5,0.3,5.79E+2,6.44E-1
29,35,64Cu,0,12.7007,h,0.0013,ε+β+,61.5,0.3,5.79E+2,6.44E-1
29,33,62Cu,0,9.672,m,0.008,ε+β+,100,,-1.61E+3,6.50E-1
29,32,61Cu,0,3.339,h,0.007,ε+β+,100,,-5.63E+3,1.59E+1
29,49,78Cu,0,331.3,ms,1.9,β⁻n,50.6,9.7,1.26E+4,1.34E+1
29,49,78Cu,0,331.3,ms,1.9,β⁻,100,,1.26E+4,1.34E+1
29,49,78Cu,0,331.3,ms,1.9,β⁻2n,,,1.26E+4,1.34E+1
29,48,77Cu,0,469.8,ms,1.8,β⁻,100,,9.92E+3,2.31
29,48,77Cu,0,469.8,ms,1.8,β⁻n,30.1,1.5,9.92E+3,2.31
29,47,76Cu,0,637,ms,8,β⁻,100,,1.13E+4,1.71
29,47,76Cu,0,637,ms,8,β⁻n,7.2,0.5,1.13E+4,1.71
29,42,71Cu,0,19.4,s,1.4,β⁻,100,,4.61E+3,3.04
29,41,70Cu,0,44.5,s,0.3,β⁻,100,,6.58E+3,2.20
29,41,70Cu,0.1011,33,s,2,B-,52,9,6.58E+3,2.20
29,41,70Cu,0.1011,33,s,2,IT,48,9,6.58E+3,2.20
29,41,70Cu,0.24659999999999999,6.4,s,0.4,B-,93.2,0.9,6.58E+3,2.20
29,41,70Cu,0.24659999999999999,6.4,s,0.4,IT,6.8,0.9,6.58E+3,2.20
29,40,69Cu,0,2.9,m,0.1,β⁻,100,,2.68E+3,1.60
29,46,75Cu,0,1.224,s,0.003,β⁻,100,,8.08E+3,2.08
29,46,75Cu,0,1.224,s,0.003,β⁻n,2.7,0.6,8.08E+3,2.08
29,45,74Cu,0,1.606,s,0.012,β⁻,100,,9.75E+3,6.64
29,45,74Cu,0,1.606,s,0.012,β⁻n,0.075,0.016,9.75E+3,6.64
29,44,73Cu,0,4.2,s,0.12,β⁻,100,,6.60E+3,2.69
29,44,73Cu,0,4.2,s,0.12,β⁻n,0.029,0.006,6.60E+3,2.69
29,43,72Cu,0,6.63,s,0.03,β⁻,100,,8.36E+3,2.55
29,53,82Cu,0,33,ms,+7-6,β⁻,100,,1.65E+4,4.00E+2
29,53,82Cu,0,33,ms,+7-6,β⁻n,,,1.65E+4,4.00E+2
29,53,82Cu,0,33,ms,+7-6,β⁻2n,,,1.65E+4,4.00E+2
29,52,81Cu,0,73.2,ms,6.8,β⁻n,81,20,1.42E+4,3.00E+2
29,52,81Cu,0,73.2,ms,6.8,β⁻,100,,1.42E+4,3.00E+2
29,52,81Cu,0,73.2,ms,6.8,β⁻2n,,,1.42E+4,3.00E+2
29,51,80Cu,0,113.3,ms,6.4,β⁻n,58,9,1.49E+4,3.00E+2
29,51,80Cu,0,113.3,ms,6.4,β⁻,100,,1.49E+4,3.00E+2
29,51,80Cu,0,113.3,ms,6.4,β⁻2n,,,1.49E+4,3.00E+2
29,50,79Cu,0,241,ms,3.3,β⁻n,66,10,1.10E+4,1.05E+2
29,50,79Cu,0,241,ms,3.3,β⁻,100,,1.10E+4,1.05E+2
29,50,79Cu,0,241,ms,3.3,β⁻2n,,,1.10E+4,1.05E+2
29,54,83Cu,0,,,,β⁻,100,,1.59E+4,5.83E+2
29,54,83Cu,0,,,,β⁻n,,,1.59E+4,5.83E+2
29,54,83Cu,0,,,,β⁻2n,,,1.59E+4,5.83E+2
30,28,58Zn,0,86,ms,2,εp,0.7,0.1,-1.87E+4,3.04E+2
30,28,58Zn,0,86,ms,2,ε+β+,100,,-1.87E+4,3.04E+2
30,27,57Zn,0+X,45.6,ms,0.7,εp,87,9,-1.71E+4,4.47E+2
30,27,57Zn,0+X,45.6,ms,0.7,ε+β+,100,,-1.71E+4,4.47E+2
30,29,59Zn,0,182.1,ms,0.8,εp,0.1,0.03,-1.34E+4,1.70E+2
30,29,59Zn,0,182.1,ms,0.8,ε+β+,100,,-1.34E+4,1.70E+2
30,24,54Zn,0,1.59,ms,+0.6-0.35,2p,92,,,
30,24,54Zn,0,1.59,ms,+0.6-0.35,ε+β+,,,,
30,26,56Zn,0,32,ms,0.7,εp,86,4.9,-2.15E+4,6.40E+2
30,26,56Zn,0,32,ms,0.7,ε+β+,100,,-2.15E+4,6.40E+2
30,25,55Zn,0,19.8,ms,1.3,εp,91,5.1,,
30,25,55Zn,0,19.8,ms,1.3,ε+β+,100,,,
30,53,83Zn,0,119,ms,16,β⁻n,71,,1.29E+4,3.00E+2
30,53,83Zn,0,119,ms,16,β⁻,100,,1.29E+4,3.00E+2
30,53,83Zn,0,119,ms,16,β⁻2n,,,1.29E+4,3.00E+2
30,52,82Zn,0,177.7,ms,2.5,β⁻n,69,7,1.06E+4,3.91
30,52,82Zn,0,177.7,ms,2.5,β⁻,100,,1.06E+4,3.91
30,52,82Zn,0,177.7,ms,2.5,β⁻2n,,,1.06E+4,3.91
30,55,85Zn,0,,,,β⁻,100,,1.46E+4,5.02E+2
30,55,85Zn,0,,,,β⁻n,,,1.46E+4,5.02E+2
30,55,85Zn,0,,,,β⁻2n,,,1.46E+4,5.02E+2
30,54,84Zn,0,53.6,ms,8.1,β⁻n,73,26,1.22E+4,4.01E+2
30,54,84Zn,0,53.6,ms,8.1,β⁻,100,,1.22E+4,4.01E+2
30,54,84Zn,0,53.6,ms,8.1,β⁻2n,,,1.22E+4,4.01E+2
30,51,81Zn,0,299.4,ms,4.2,β⁻n,22,5,1.14E+4,5.99
30,51,81Zn,0,299.4,ms,4.2,β⁻,100,,1.14E+4,5.99
30,51,81Zn,0,299.4,ms,4.2,β⁻2n,,,1.14E+4,5.99
30,50,80Zn,0,561.9,ms,2.9,β⁻,100,,7.57E+3,3.87
30,50,80Zn,0,561.9,ms,2.9,β⁻n,1.36,0.12,7.57E+3,3.87
30,42,72Zn,0,46.5,h,0.1,β⁻,100,,4.42E+2,2.29
30,41,71Zn,0,2.42,m,0.08,β⁻,100,,2.81E+3,2.77
30,41,71Zn,0.15769999999999998,4.137,h,0.031,B-,100,,2.81E+3,2.77
30,41,71Zn,0.15769999999999998,4.137,h,0.031,IT,0.05,,2.81E+3,2.77
30,44,74Zn,0,96,s,1,β⁻,100,,2.29E+3,3.91
30,43,73Zn,0,24.5,s,0.2,β⁻,100,,4.10E+3,2.50
30,49,79Zn,0,746,ms,42,β⁻,100,,9.11E+3,2.52
30,49,79Zn,0,746,ms,42,β⁻n,1.8,0.5,9.11E+3,2.52
30,49,79Zn,1.1,200,ms,>,B-,,,9.11E+3,2.52
30,49,79Zn,1.1,200,ms,>,IT,,,9.11E+3,2.52
30,46,76Zn,0,5.3,s,0.4,β⁻,100,,3.99E+3,2.43
30,45,75Zn,0,10.2,s,0.2,β⁻,100,,5.90E+3,2.06
30,48,78Zn,0,1.47,s,0.15,β⁻,100,,6.22E+3,2.20
30,48,78Zn,0,1.47,s,0.15,β⁻n,55,,6.22E+3,2.20
30,47,77Zn,0,2.09,s,0.05,β⁻,100,,7.20E+3,3.12
30,47,77Zn,0.77244,1.05,s,0.1,B-,66,7,7.20E+3,3.12
30,47,77Zn,0.77244,1.05,s,0.1,IT,34,7,7.20E+3,3.12
30,31,61Zn,0,88.8,s,0.5,ε+β+,100,,-9.21E+3,3.76E+1
30,30,60Zn,0,2.41,m,0.03,ε+β+,100,,-1.45E+4,2.00E+2
30,33,63Zn,0,38.38,m,0.07,ε+β+,100,,-5.66E+3,2.03
30,32,62Zn,0,9.193,h,0.012,ε+β+,100,,-9.18E+3,3.76E-1
30,39,69Zn,0,56.4,m,0.7,β⁻,100,,9.09E+2,1.42
30,39,69Zn,0.438636,13.748,h,0.01,B-,0.033,0.003,9.09E+2,1.42
30,39,69Zn,0.438636,13.748,h,0.01,IT,99.967,0.003,9.09E+2,1.42
30,35,65Zn,0,243.93,d,0.08,ε+β+,100,,-3.25E+3,6.30E-1
31,54,85Ga,0,95.1,ms,1.0,β⁻n,77,9,1.33E+4,3.74E+1
31,54,85Ga,0,95.1,ms,1.0,β⁻2n,1.3,0.2,1.33E+4,3.74E+1
31,54,85Ga,0,95.1,ms,1.0,β⁻,100,,1.33E+4,3.74E+1
31,53,84Ga,0,97.6,ms,1.2,β⁻n,43,3,1.40E+4,2.99E+1
31,53,84Ga,0,97.6,ms,1.2,β⁻2n,1.6,0.2,1.40E+4,2.99E+1
31,53,84Ga,0,97.6,ms,1.2,β⁻,100,,1.40E+4,2.99E+1
31,56,87Ga,0,29,ms,4,β⁻n,81,12,1.47E+4,5.83E+2
31,56,87Ga,0,29,ms,4,β⁻2n,10.2,2.8,1.47E+4,5.83E+2
31,56,87Ga,0,29,ms,4,β⁻,100,,1.47E+4,5.83E+2
31,55,86Ga,0,49,ms,2,β⁻n,67,7,1.56E+4,5.93E+2
31,55,86Ga,0,49,ms,2,β⁻2n,16.2,1.1,1.56E+4,5.93E+2
31,55,86Ga,0,49,ms,2,β⁻,100,,1.56E+4,5.93E+2
31,50,81Ga,0,1.217,s,0.005,β⁻,100,,8.66E+3,3.85
31,50,81Ga,0,1.217,s,0.005,β⁻n,12.7,0.6,8.66E+3,3.85
31,52,83Ga,0,310,ms,1,β⁻n,67.9,7.2,1.17E+4,3.55
31,52,83Ga,0,310,ms,1,β⁻,100,,1.17E+4,3.55
31,52,83Ga,0,310,ms,1,β⁻2n,,,1.17E+4,3.55
31,51,82Ga,0,600,ms,4,β⁻n,20.6,0.7,1.24E+4,3.29
31,51,82Ga,0,600,ms,4,β⁻,100,,1.24E+4,3.29
31,51,82Ga,0,600,ms,4,β⁻2n,,,1.24E+4,3.29
31,43,74Ga,0,8.1,m,0.06,β⁻,100,,5.37E+3,2.99
31,43,74Ga,0.059571,9.5,s,1.0,B-,25,25,5.37E+3,2.99
31,43,74Ga,0.059571,9.5,s,1.0,IT,75,25,5.37E+3,2.99
31,42,73Ga,0,4.87,h,0.02,β⁻,100,,1.59E+3,1.67
31,45,76Ga,0,31,s,0.8,β⁻,100,,6.91E+3,1.95
31,44,75Ga,0,126,s,2,β⁻,100,,3.39E+3,6.72E-1
31,41,72Ga,0,14.025,h,0.058,β⁻,100,,3.99E+3,8.21E-1
31,47,78Ga,0,5.09,s,0.05,β⁻,100,,8.15E+3,3.68
31,46,77Ga,0,13.2,s,0.2,β⁻,100,,5.22E+3,2.42
31,49,80Ga,0,1.9,s,0.1,β⁻,100,,1.03E+4,3.54
31,49,80Ga,0,1.9,s,0.1,β⁻n,0.86,0.07,1.03E+4,3.54
31,49,80Ga,0.02245,1.3,s,0.2,B-,100,,1.03E+4,3.54
31,49,80Ga,0.02245,1.3,s,0.2,B-n,,,1.03E+4,3.54
31,48,79Ga,0,2.848,s,0.003,β⁻,100,,6.97E+3,3.71E+1
31,48,79Ga,0,2.848,s,0.003,β⁻n,0.089,0.017,6.97E+3,3.71E+1
31,32,63Ga,0,32.1,s,0.4,ε+β+,100,,-9.62E+3,3.72E+1
31,31,62Ga,0,116.123,ms,0.023,ε+β+,100,,-9.84E+3,1.40E+2
31,34,65Ga,0,15.134,m,0.028,ε+β+,100,,-6.17E+3,2.30
31,33,64Ga,0,2.627,m,+0.008-0.008,ε+β+,100,,-4.51E+3,3.99
31,30,61Ga,0,166,ms,2,εp,0.25,,-1.33E+4,3.02E+2
31,30,61Ga,0,166,ms,2,ε+β+,100,,-1.33E+4,3.02E+2
31,39,70Ga,0,21.14,m,0.03,β⁻,99.59,0.05,1.65E+3,1.45
31,39,70Ga,0,21.14,m,0.03,ε,0.41,0.05,1.65E+3,1.45
31,36,67Ga,0,3.2615,d,0.0004,ε,100,,-4.20E+3,4.40
31,35,66Ga,0,9.304,h,0.008,ε+β+,100,,-2.11E+3,2.63
31,37,68Ga,0,67.843,m,0.017,ε+β+,100,,-1.07E+2,2.35
31,29,60Ga,0,69.4,ms,0.3,εɑ,0.023,,-1.20E+4,3.61E+2
31,29,60Ga,0,69.4,ms,0.3,ε+β+,100,,-1.20E+4,3.61E+2
31,29,60Ga,0,69.4,ms,0.3,εp,1.6,0.7,-1.20E+4,3.61E+2
31,28,59Ga,0,43,ns,<,p,,,-1.73E+4,4.34E+2
32,45,77Ge,0,11.211,h,0.003,β⁻,100,,2.70E+3,1.69
32,45,77Ge,0.15971000000000002,53.7,s,0.3,B-,81,2,2.70E+3,1.69
32,45,77Ge,0.15971000000000002,53.7,s,0.3,IT,19,2,2.70E+3,1.69
32,46,78Ge,0,87,m,1,β⁻,100,,9.54E+2,1.03E+1
32,43,75Ge,0,82.78,m,0.06,β⁻,100,,1.17E+3,8.85E-1
32,43,75Ge,0.13969,48.1,s,0.5,B-,0.03,0.006,1.17E+3,8.85E-1
32,43,75Ge,0.13969,48.1,s,0.5,IT,99.97,0.006,1.17E+3,8.85E-1
32,44,76Ge,0,1.89e+21,y,8.33e+19-8.33e+19,2β⁻,100,,-9.21E+2,8.86E-1
32,41,73Ge,0.06672499999999999,0.449,s,0.011,IT,100,,-3.44E+2,3.85
32,49,81Ge,0,6.4,s,0.2,β⁻,100,,6.24E+3,3.34
32,49,81Ge,0.67914,8.6,s,0.6,B-,100,,6.24E+3,3.34
32,47,79Ge,0,18.97,s,0.04,β⁻,100,,4.10E+3,3.74E+1
32,47,79Ge,0.18595,39.7,s,0.9,B-,96,1,4.10E+3,3.74E+1
32,47,79Ge,0.18595,39.7,s,0.9,IT,4,1,4.10E+3,3.74E+1
32,48,80Ge,0,29.5,s,0.4,β⁻,100,,2.67E+3,3.91
32,34,66Ge,0,2.26,h,0.04,ε+β+,100,,-9.58E+3,6.16
32,35,67Ge,0,18.9,m,0.3,ε+β+,100,,-6.08E+3,4.34
32,32,64Ge,0,63.7,s,2.5,ε+β+,100,,-1.47E+4,2.03E+2
32,32,64Ge,0,63.7,s,2.5,εp,,,-1.47E+4,2.03E+2
32,33,65Ge,0,30.8,s,0.4,εp,0.011,0.003,-9.54E+3,8.47E+1
32,33,65Ge,0,30.8,s,0.4,ε+β+,100,,-9.54E+3,8.47E+1
32,30,62Ge,0,73.5,ms,0.1,ε+β+,100,,-1.77E+4,3.31E+2
32,30,62Ge,0,73.5,ms,0.1,εp,,,-1.77E+4,3.31E+2
32,31,63Ge,0,153.3,ms,1.0,ε+β+,100,,-1.34E+4,2.04E+2
32,31,63Ge,0,153.3,ms,1.0,εp,,,-1.34E+4,2.04E+2
32,39,71Ge,0,11.42,d,0.04,ε,100,,-2.01E+3,4.08
32,36,68Ge,0,271.04,d,0.09,ε,100,,-8.08E+3,2.63
32,37,69Ge,0,38.9,h,0.07,ε+β+,100,,-3.98E+3,3.19E+1
32,29,61Ge,0,40.7,ms,0.4,εp,87,3,-1.65E+4,4.24E+2
32,29,61Ge,0,40.7,ms,0.4,ε+β+,100,,-1.65E+4,4.24E+2
32,27,59Ge,0,13.3,ms,1.7,2p,0.2,,,
32,27,59Ge,0,13.3,ms,1.7,ε+β+,100,,,
32,27,59Ge,0,13.3,ms,1.7,εp,93,7,,
32,28,60Ge,0,25,ms,0.3,ε+β+,100,,-2.18E+4,5.00E+2
32,28,60Ge,0,25,ms,0.3,εp,67,3,-2.18E+4,5.00E+2
32,28,60Ge,0,25,ms,0.3,ε2p,14,,-2.18E+4,5.00E+2
32,56,88Ge,0,61,ms,6,β⁻,100,,1.09E+4,4.47E+2
32,56,88Ge,0,61,ms,6,β⁻n,,,1.09E+4,4.47E+2
32,56,88Ge,0,61,ms,6,β⁻2n,,,1.09E+4,4.47E+2
32,57,89Ge,0,,,,β⁻,100,,1.34E+4,5.00E+2
32,57,89Ge,0,,,,β⁻n,,,1.34E+4,5.00E+2
32,57,89Ge,0,,,,β⁻2n,,,1.34E+4,5.00E+2
32,54,86Ge,0,226,ms,21,β⁻,100,,9.56E+3,4.37E+2
32,54,86Ge,0,226,ms,21,β⁻n,45,15,9.56E+3,4.37E+2
32,55,87Ge,0,103,ms,4,β⁻,100,,1.20E+4,3.00E+2
32,55,87Ge,0,103,ms,4,β⁻n,,,1.20E+4,3.00E+2
32,55,87Ge,0,103,ms,4,β⁻2n,,,1.20E+4,3.00E+2
32,52,84Ge,0,952,ms,8,β⁻,100,,7.70E+3,4.47
32,52,84Ge,0,952,ms,8,β⁻n,10.6,0.6,7.70E+3,4.47
32,53,85Ge,0,514,ms,17,β⁻n,16.2,1.5,1.00E+4,4.83
32,53,85Ge,0,514,ms,17,β⁻,100,,1.00E+4,4.83
32,53,85Ge,0,514,ms,17,β⁻2n,,,1.00E+4,4.83
32,50,82Ge,0,4.48,s,0.31,β⁻,100,,4.69E+3,4.34
32,51,83Ge,0,1.85,s,0.06,β⁻,100,,8.69E+3,3.69
32,51,83Ge,0,1.85,s,0.06,β⁻n,,,8.69E+3,3.69
32,58,90Ge,0,,,,β⁻,100,,1.25E+4,6.40E+2
32,58,90Ge,0,,,,β⁻n,,,1.25E+4,6.40E+2
32,58,90Ge,0,,,,β⁻2n,,,1.25E+4,6.40E+2
33,50,83As,0,14.1,s,1.1,β⁻,100,,5.67E+3,4.12
33,57,90As,0,,,,β⁻,100,,1.48E+4,5.18E+2
33,57,90As,0,,,,β⁻n,,,1.48E+4,5.18E+2
33,57,90As,0,,,,β⁻2n,,,1.48E+4,5.18E+2
33,58,91As,0,,,,β⁻,100,,1.40E+4,5.89E+2
33,58,91As,0,,,,β⁻n,,,1.40E+4,5.89E+2
33,58,91As,0,,,,β⁻2n,,,1.40E+4,5.89E+2
33,55,88As,0,200,ms,+200-90,β⁻,100,,1.34E+4,2.00E+2
33,55,88As,0,200,ms,+200-90,β⁻n,,,1.34E+4,2.00E+2
33,55,88As,0,200,ms,+200-90,β⁻2n,,,1.34E+4,2.00E+2
33,56,89As,0,,,,β⁻,100,,1.24E+4,3.00E+2
33,56,89As,0,,,,β⁻n,,,1.24E+4,3.00E+2
33,56,89As,0,,,,β⁻2n,,,1.24E+4,3.00E+2
33,53,86As,0,944,ms,8,β⁻n,35.5,0.6,1.15E+4,4.26
33,53,86As,0,944,ms,8,β⁻,100,,1.15E+4,4.26
33,53,86As,0,944,ms,8,β⁻2n,,,1.15E+4,4.26
33,54,87As,0,484,ms,26,β⁻n,15.4,2.2,1.08E+4,3.72
33,54,87As,0,484,ms,26,β⁻,100,,1.08E+4,3.72
33,54,87As,0,484,ms,26,β⁻2n,,,1.08E+4,3.72
33,51,84As,0,3.16,s,0.58,β⁻,100,,1.00E+4,3.72
33,51,84As,0,3.16,s,0.58,β⁻n,0.28,0.04,1.00E+4,3.72
33,52,85As,0,2.023,s,0.007,β⁻,100,,9.22E+3,4.03
33,52,85As,0,2.023,s,0.007,β⁻n,62.2,1.6,9.22E+3,4.03
33,59,92As,0,,,,β⁻,100,,1.63E+4,6.40E+2
33,59,92As,0,,,,β⁻n,,,1.63E+4,6.40E+2
33,59,92As,0,,,,β⁻2n,,,1.63E+4,6.40E+2
33,46,79As,0,9.01,m,0.15,β⁻,100,,2.28E+3,5.32
33,47,80As,0,15.2,s,0.2,β⁻,100,,5.54E+3,3.44
33,44,77As,0,38.79,h,0.04,β⁻,100,,6.83E+2,1.69
33,45,78As,0,90.7,m,0.2,β⁻,100,,4.20E+3,9.78
33,43,76As,0,26.24,h,0.09,β⁻,100,,2.96E+3,8.86E-1
33,40,73As,0,80.3,d,0.06,ε,100,,-2.72E+3,7.39
33,41,74As,0,17.78,d,0.04,β⁻,34,2,1.35E+3,1.69
33,41,74As,0,17.78,d,0.04,ε+β+,66,2,1.35E+3,1.69
33,48,81As,0,33.3,s,0.8,β⁻,100,,3.85E+3,2.80
33,49,82As,0,19.1,s,0.5,β⁻,100,,7.48E+3,3.75
33,49,82As,0.1316,13.6,s,0.3,B-,100,,7.48E+3,3.75
33,35,68As,0,151.6,s,0.8,ε+β+,100,,-4.70E+3,1.91
33,36,69As,0,15.2,m,0.2,ε+β+,100,,-6.67E+3,3.20E+1
33,33,66As,0,95.77,ms,0.23,ε+β+,100,,-1.03E+4,2.00E+2
33,33,66As,0,95.77,ms,0.23,εp,,,-1.03E+4,2.00E+2
33,34,67As,0,42.5,s,1.2,ε+β+,100,,-1.00E+4,6.70E+1
33,31,64As,0,69.2,ms,1.4,ε+β+,100,,-1.26E+4,5.40E+2
33,31,64As,0,69.2,ms,1.4,εp,,,-1.26E+4,5.40E+2
33,32,65As,0,130.3,ms,0.6,ε+β+,100,,-1.39E+4,3.12E+2
33,32,65As,0,130.3,ms,0.6,εp,,,-1.39E+4,3.12E+2
33,30,63As,0,43,ns,<,p,,,-1.66E+4,5.39E+2
33,39,72As,0,26,h,0.1,ε+β+,100,,-3.61E+2,4.52
33,37,70As,0,52.6,m,0.3,ε+β+,100,,-2.40E+3,2.11
33,38,71As,0,65.3,h,0.07,ε+β+,100,,-4.74E+3,5.01
34,61,95Se,0,,,,β⁻,100,,1.33E+4,5.83E+2
34,61,95Se,0,,,,β⁻n,,,1.33E+4,5.83E+2
34,61,95Se,0,,,,β⁻2n,,,1.33E+4,5.83E+2
34,60,94Se,0,,,,β⁻,100,,1.08E+4,5.39E+2
34,60,94Se,0,,,,β⁻n,,,1.08E+4,5.39E+2
34,60,94Se,0,,,,β⁻2n,,,1.08E+4,5.39E+2
34,50,84Se,0,3.3,m,0.1,β⁻,100,,1.83E+3,2.57E+1
34,51,85Se,0,32.9,s,0.3,β⁻,100,,6.16E+3,4.03
34,58,92Se,0,,,,β⁻,100,,9.50E+3,4.00E+2
34,58,92Se,0,,,,β⁻n,,,9.50E+3,4.00E+2
34,58,92Se,0,,,,β⁻2n,,,9.50E+3,4.00E+2
34,59,93Se,0,,,,β⁻,100,,1.20E+4,5.88E+2
34,59,93Se,0,,,,β⁻n,,,1.20E+4,5.88E+2
34,59,93Se,0,,,,β⁻2n,,,1.20E+4,5.88E+2
34,56,90Se,0,195,ms,+95-65,β⁻,100,,8.20E+3,3.29E+2
